itr time in nanosec 
0, 267763
1, 155770
2, 152898
3, 150743
4, 150072
5, 149650
6, 150202
7, 149778
8, 149200
9, 150540
10, 150528
11, 149132
12, 149703
13, 149217
14, 150066
15, 148879
16, 149943
17, 149202
18, 149455
19, 149841
20, 136150
21, 148130
22, 137779
23, 126306
24, 136341
25, 149012
26, 149255
27, 181178
28, 148317
29, 150590
30, 150565
31, 149598
32, 149322
33, 150021
34, 149465
35, 149997
36, 149708
37, 149671
38, 150515
39, 150111
40, 149020
41, 149861
42, 149570
43, 149170
44, 149623
45, 150222
46, 149630
47, 149964
48, 148671
49, 149520
50, 150114
51, 149047
52, 149151
53, 153447
54, 149302
55, 150126
56, 149743
57, 150022
58, 186956
59, 162212
60, 140792
61, 140923
62, 154531
63, 143616
64, 157053
65, 149520
66, 149177
67, 149104
68, 149323
69, 150310
70, 156013
71, 145626
72, 142371
73, 126379
74, 157619
75, 126164
76, 126171
77, 151110
78, 144599
79, 72910
80, 72922
81, 73077
82, 79732
83, 72952
84, 72536
85, 72892
86, 73067
87, 72605
88, 72403
89, 72708
90, 72862
91, 73515
92, 73163
93, 73254
94, 72989
95, 72926
96, 72343
97, 72727
98, 72744
99, 72359
100, 72694
101, 72642
102, 72925
103, 72548
104, 73014
105, 126954
106, 132885
107, 133098
108, 132626
109, 133540
110, 132365
111, 132758
112, 133279
113, 133303
114, 133634
115, 132894
116, 133546
117, 132726
118, 132496
119, 133087
120, 133795
121, 132439
122, 164369
123, 133092
124, 132679
125, 132546
126, 133350
127, 133422
128, 133253
129, 132628
130, 133359
131, 132970
132, 132241
133, 133497
134, 134029
135, 132777
136, 132956
137, 133181
138, 133941
139, 133209
140, 134524
141, 133327
142, 133150
143, 132895
144, 132533
145, 133170
146, 142877
147, 72632
148, 72669
149, 72619
150, 72526
151, 72160
152, 72187
153, 72973
154, 72566
155, 72707
156, 76377
157, 72428
158, 72441
159, 73026
160, 72671
161, 72798
162, 72491
163, 72282
164, 72658
165, 72564
166, 72851
167, 121002
168, 133504
169, 133642
170, 133619
171, 133121
172, 132641
173, 132773
174, 133533
175, 133003
176, 134110
177, 133079
178, 133327
179, 132172
180, 133125
181, 133236
182, 133319
183, 133307
184, 133117
185, 133293
186, 133506
187, 132502
188, 132675
189, 133123
190, 134112
191, 136280
192, 104071
193, 103935
194, 104680
195, 104065
196, 104330
197, 103736
198, 103894
199, 104150
200, 104042
201, 103679
202, 104308
203, 116842
204, 103735
205, 104108
206, 104995
207, 104523
208, 105029
209, 104378
210, 104662
211, 104559
212, 104446
213, 104333
214, 104687
215, 103991
216, 104920
217, 104567
218, 104738
219, 104193
220, 104367
221, 105158
222, 104136
223, 104652
224, 104411
225, 103957
226, 105285
227, 104482
228, 104118
229, 107612
230, 104344
231, 104389
232, 94132
233, 72777
234, 72787
235, 72843
236, 72704
237, 72610
238, 72999
239, 72753
240, 72659
241, 72360
242, 72605
243, 72428
244, 72259
245, 72389
246, 72640
247, 72994
248, 72352
249, 72701
250, 72556
251, 72550
252, 72188
253, 72648
254, 72594
255, 72888
256, 72915
257, 72630
258, 72649
259, 72485
260, 72768
261, 72650
262, 72610
263, 72278
264, 72588
265, 72092
266, 72751
267, 72470
268, 72654
269, 72866
270, 72529
271, 72566
272, 72908
273, 72967
274, 72787
275, 72582
276, 72396
277, 72641
278, 72623
279, 72397
280, 72513
281, 72908
282, 74250
283, 72428
284, 94135
285, 104255
286, 104396
287, 103830
288, 104523
289, 104447
290, 104238
291, 103973
292, 103881
293, 104760
294, 104287
295, 104126
296, 104355
297, 104441
298, 104926
299, 104592
300, 103763
301, 104902
302, 104126
303, 104291
304, 104295
305, 104844
306, 104100
307, 104877
308, 104107
309, 104579
310, 104800
311, 104654
312, 104282
313, 104536
314, 104743
315, 104643
316, 104687
317, 104172
318, 103844
319, 104230
320, 104053
321, 112575
322, 92606
323, 92265
324, 92273
325, 92355
326, 91513
327, 92266
328, 92151
329, 91965
330, 92069
331, 92177
332, 92037
333, 92647
334, 92351
335, 91922
336, 92111
337, 91784
338, 92184
339, 92150
340, 91827
341, 91795
342, 92047
343, 91957
344, 92343
345, 92895
346, 92299
347, 92577
348, 92350
349, 92159
350, 91976
351, 93007
352, 92373
353, 92556
354, 92284
355, 91874
356, 92311
357, 92138
358, 92469
359, 92384
360, 92262
361, 91842
362, 91677
363, 92706
364, 94118
365, 91743
366, 92463
367, 92540
368, 92015
369, 92807
370, 91970
371, 92247
372, 92268
373, 92471
374, 92187
375, 91514
376, 91901
377, 92573
378, 92642
379, 92147
380, 92212
381, 92106
382, 92244
383, 91895
384, 101377
385, 92642
386, 92031
387, 92492
388, 92088
389, 92569
390, 92685
391, 92005
392, 92156
393, 92602
394, 92482
395, 91934
396, 91658
397, 92279
398, 92640
399, 92654
400, 91939
401, 92060
402, 92063
403, 92330
404, 92198
405, 92125
406, 92415
407, 94316
408, 92273
409, 92301
410, 92815
411, 92001
412, 92286
413, 92225
414, 91946
415, 91977
416, 92199
417, 91967
418, 92289
419, 92664
420, 92563
421, 92368
422, 92277
423, 92197
424, 92430
425, 92393
426, 92031
427, 92255
428, 92333
429, 92501
430, 92094
431, 92259
432, 92374
433, 92279
434, 92411
435, 92112
436, 91869
437, 92816
438, 92432
439, 92457
440, 92122
441, 92464
442, 92146
443, 92365
444, 92611
445, 92357
446, 92077
447, 92329
448, 91911
449, 92869
450, 102386
451, 88923
452, 88557
453, 88563
454, 89387
455, 88896
456, 88090
457, 89029
458, 88780
459, 88788
460, 89036
461, 88898
462, 88944
463, 89037
464, 88662
465, 89399
466, 89060
467, 88613
468, 88814
469, 88603
470, 88601
471, 89012
472, 88787
473, 88774
474, 88769
475, 88397
476, 88963
477, 89284
478, 88806
479, 88490
480, 89116
481, 88764
482, 89221
483, 88875
484, 88992
485, 89563
486, 88754
487, 87907
488, 89185
489, 89048
490, 88416
491, 88418
492, 88784
493, 88778
494, 88396
495, 90543
496, 88834
497, 88579
498, 88451
499, 88902
500, 88666
501, 89067
502, 89270
503, 88552
504, 89152
505, 88841
506, 88969
507, 88584
508, 88856
509, 88813
510, 88799
511, 88863
512, 88988
513, 88913
514, 89122
515, 89216
516, 88677
517, 88691
518, 89007
519, 89078
520, 89120
521, 88953
522, 89293
523, 88917
524, 88775
525, 88824
526, 88410
527, 89469
528, 88769
529, 88940
530, 88512
531, 88965
532, 89116
533, 88669
534, 88876
535, 88926
536, 88768
537, 88650
538, 88724
539, 88530
540, 90742
541, 88738
542, 88345
543, 88447
544, 88392
545, 88887
546, 88950
547, 89037
548, 88671
549, 88885
550, 88946
551, 88754
552, 88757
553, 88527
554, 89497
555, 89449
556, 88408
557, 89072
558, 88891
559, 88622
560, 88471
561, 88881
562, 88832
563, 88662
564, 88984
565, 89341
566, 89236
567, 88886
568, 88640
569, 89176
570, 88756
571, 89135
572, 88471
573, 88685
574, 88410
575, 88834
576, 88593
577, 89763
578, 88740
579, 88620
580, 88794
581, 88351
582, 88836
583, 88649
584, 88494
585, 97812
586, 85419
587, 85197
588, 85740
589, 85763
590, 85876
591, 85154
592, 86434
593, 85384
594, 85744
595, 85723
596, 85587
597, 85502
598, 86477
599, 85772
